var	ctrl	d3g1lg4	d3g2l
Variant_016067	154	315	170
Variant_016068	112	155	102
Variant_016069	273	353	221
Variant_016070	135	177	115
Variant_016071	153	205	117
Variant_016072	86	55	29
Variant_016073	235	307	166
Variant_016074	95	98	47
Variant_016075	87	137	94
Variant_016076	50	70	32
Variant_016077	221	183	106
Variant_016078	127	66	38
Variant_016079	93	58	29
Variant_016080	57	31	25
Variant_016081	209	253	151
Variant_016082	120	138	82
Variant_016083	91	161	87
Variant_016084	85	94	54
Variant_016085	223	186	125
Variant_016086	85	52	36
Variant_016087	89	51	47
Variant_016088	55	39	31
Variant_016089	207	162	91
Variant_016090	91	76	45
Variant_016091	64	36	27
Variant_016092	37	19	18
Variant_016093	201	112	67
Variant_016094	101	28	18
Variant_016095	78	17	8
Variant_016096	44	26	22
Variant_016097	290	363	196
Variant_016098	136	163	92
Variant_016099	124	193	106
Variant_016100	80	109	55
Variant_016101	222	227	134
Variant_016102	100	81	52
Variant_016103	108	106	66
Variant_016104	48	47	16
Variant_016105	169	124	68
Variant_016106	61	71	42
Variant_016107	68	44	33
Variant_016108	41	29	20
Variant_016109	143	72	42
Variant_016110	57	41	18
Variant_016111	69	25	13
Variant_016112	31	26	13
Variant_016113	273	183	114
Variant_016114	127	115	71
Variant_016115	121	104	62
Variant_016116	66	75	40
Variant_016117	191	90	57
Variant_016118	110	52	43
Variant_016119	70	22	27
Variant_016120	46	21	8
Variant_016121	182	109	60
Variant_016122	75	58	45
Variant_016123	82	39	14
Variant_016124	36	19	10
Variant_016125	136	52	34
Variant_016126	56	19	17
Variant_016127	69	11	14
Variant_016128	30	19	11
Variant_016129	98	246	121
Variant_016130	58	117	68
Variant_016131	50	74	46
Variant_016132	29	86	44
Variant_016133	102	89	57
Variant_016134	59	51	30
Variant_016135	41	39	28
Variant_016136	26	24	17
Variant_016137	59	68	43
Variant_016138	35	68	57
Variant_016139	26	40	22
Variant_016140	28	76	38
Variant_016141	68	43	14
Variant_016142	47	28	15
Variant_016143	28	10	11
Variant_016144	14	14	8
Variant_016145	70	136	75
Variant_016146	44	66	29
Variant_016147	32	56	23
Variant_016148	37	64	47
Variant_016149	71	52	22
Variant_016150	39	17	10
Variant_016151	27	14	7
Variant_016152	24	16	9
Variant_016153	62	47	40
Variant_016154	35	54	30
Variant_016155	23	14	8
Variant_016156	22	34	20
Variant_016157	57	19	12
Variant_016158	27	18	9
Variant_016159	26	8	6
Variant_016160	24	8	2
Variant_016161	100	153	90
Variant_016162	31	86	53
Variant_016163	45	75	45
Variant_016164	27	29	31
Variant_016165	49	57	28
Variant_016166	30	11	4
Variant_016167	43	40	23
Variant_016168	19	16	5
Variant_016169	53	43	19
Variant_016170	31	31	15
Variant_016171	23	26	14
Variant_016172	21	10	16
Variant_016173	49	22	8
Variant_016174	21	15	13
Variant_016175	22	9	10
Variant_016176	7	1	2
Variant_016177	80	60	44
Variant_016178	45	43	20
Variant_016179	39	27	22
Variant_016180	30	23	11
Variant_016181	50	34	22
Variant_016182	37	35	25
Variant_016183	26	17	11
Variant_016184	15	3	0
Variant_016185	55	29	14
Variant_016186	30	25	14
Variant_016187	29	15	5
Variant_016188	6	5	3
Variant_016189	39	16	13
Variant_016190	21	17	15
Variant_016191	19	5	3
Variant_016192	12	2	1
Variant_016193	178	354	214
Variant_016194	116	162	89
Variant_016195	68	134	70
Variant_016196	74	99	77
Variant_016197	160	129	92
Variant_016198	79	94	52
Variant_016199	83	62	38
Variant_016200	53	55	31
Variant_016201	125	100	74
Variant_016202	58	48	24
Variant_016203	63	76	53
Variant_016204	32	19	6
Variant_016205	109	61	29
Variant_016206	64	34	21
Variant_016207	57	34	19
Variant_016208	22	30	12
Variant_016209	118	152	97
Variant_016210	72	62	40
Variant_016211	71	80	47
Variant_016212	50	39	28
Variant_016213	96	50	41
Variant_016214	63	26	25
Variant_016215	59	35	14
Variant_016216	27	28	19
Variant_016217	113	87	51
Variant_016218	47	35	17
Variant_016219	39	40	35
Variant_016220	22	12	9
Variant_016221	76	36	16
Variant_016222	52	32	15
Variant_016223	46	12	8
Variant_016224	20	23	11
Variant_016225	140	194	116
Variant_016226	75	110	69
Variant_016227	82	133	80
Variant_016228	58	65	37
Variant_016229	148	76	38
Variant_016230	43	54	29
Variant_016231	52	29	20
Variant_016232	30	18	8
Variant_016233	108	91	49
Variant_016234	36	23	13
Variant_016235	44	52	24
Variant_016236	26	7	6
Variant_016237	83	40	33
Variant_016238	25	35	6
Variant_016239	39	14	6
Variant_016240	21	10	2
Variant_016241	169	129	90
Variant_016242	59	43	32
Variant_016243	73	77	43
Variant_016244	44	24	20
Variant_016245	89	53	33
Variant_016246	49	36	24
Variant_016247	49	33	18
Variant_016248	17	16	4
Variant_016249	106	42	28
Variant_016250	54	32	16
Variant_016251	41	14	7
Variant_016252	19	16	6
Variant_016253	70	26	14
Variant_016254	35	22	7
Variant_016255	27	14	11
Variant_016256	12	4	3
Variant_016257	263	615	363
Variant_016258	134	235	153
Variant_016259	113	288	161
Variant_016260	83	136	91
Variant_016261	196	183	133
Variant_016262	129	136	98
Variant_016263	98	75	49
Variant_016264	58	63	34
Variant_016265	160	185	116
Variant_016266	79	95	58
Variant_016267	62	73	55
Variant_016268	50	106	68
Variant_016269	170	93	51
Variant_016270	77	58	33
Variant_016271	99	36	24
Variant_016272	48	33	22
Variant_016273	186	268	174
Variant_016274	94	155	100
Variant_016275	85	134	81
Variant_016276	77	92	54
Variant_016277	155	129	88
Variant_016278	77	23	25
Variant_016279	70	45	27
Variant_016280	47	49	17
Variant_016281	158	115	58
Variant_016282	81	71	43
Variant_016283	65	34	18
Variant_016284	48	17	15
Variant_016285	156	64	45
Variant_016286	78	25	11
Variant_016287	63	16	14
Variant_016288	38	11	5
Variant_016289	237	259	160
Variant_016290	115	192	109
Variant_016291	90	168	100
Variant_016292	72	114	75
Variant_016293	172	138	88
Variant_016294	74	74	30
Variant_016295	77	62	43
Variant_016296	30	31	14
Variant_016297	123	117	60
Variant_016298	53	66	43
Variant_016299	49	50	24
Variant_016300	21	61	29
Variant_016301	108	72	48
Variant_016302	39	35	16
Variant_016303	65	13	2
Variant_016304	23	13	3
Variant_016305	203	165	90
Variant_016306	126	144	84
Variant_016307	88	68	26
Variant_016308	63	59	38
Variant_016309	131	70	54
Variant_016310	69	27	25
Variant_016311	53	25	12
Variant_016312	33	26	20
Variant_016313	137	86	76
Variant_016314	63	44	33
Variant_016315	65	27	13
Variant_016316	38	11	7
Variant_016317	102	47	28
Variant_016318	47	14	12
Variant_016319	59	11	13
Variant_016320	27	13	5
Variant_016321	433	739	443
Variant_016322	240	418	259
Variant_016323	216	367	214
Variant_016324	148	199	94
Variant_016325	353	325	176
Variant_016326	180	211	122
Variant_016327	176	188	117
Variant_016328	113	118	77
Variant_016329	280	390	211
Variant_016330	131	156	93
Variant_016331	102	80	42
Variant_016332	64	75	48
Variant_016333	320	180	138
Variant_016334	169	59	45
Variant_016335	141	94	51
Variant_016336	68	42	19
Variant_016337	336	411	230
Variant_016338	133	173	107
Variant_016339	172	198	112
Variant_016340	93	134	75
Variant_016341	236	217	109
Variant_016342	118	61	33
Variant_016343	105	52	31
Variant_016344	62	41	25
Variant_016345	262	166	106
Variant_016346	130	54	39
Variant_016347	106	54	30
Variant_016348	75	55	28
Variant_016349	226	74	68
Variant_016350	117	61	40
Variant_016351	108	17	16
Variant_016352	57	31	21
Variant_016353	397	510	283
Variant_016354	164	208	133
Variant_016355	189	245	128
Variant_016356	113	151	97
Variant_016357	246	191	121
Variant_016358	111	86	49
Variant_016359	137	109	48
Variant_016360	68	55	30
Variant_016361	243	243	139
Variant_016362	99	54	36
Variant_016363	104	97	49
Variant_016364	41	23	24
Variant_016365	180	94	50
Variant_016366	87	23	17
Variant_016367	92	45	26
Variant_016368	45	29	15
Variant_016369	318	353	230
Variant_016370	147	153	95
Variant_016371	151	109	64
Variant_016372	104	83	61
Variant_016373	256	126	84
Variant_016374	110	64	26
Variant_016375	110	74	42
Variant_016376	59	32	26
Variant_016377	231	127	85
Variant_016378	108	72	43
Variant_016379	109	41	29
Variant_016380	60	19	25
Variant_016381	168	57	61
Variant_016382	89	44	35
Variant_016383	82	13	3
Variant_016384	40	11	9
Variant_016385	64	52	17
Variant_016386	42	22	24
Variant_016387	47	36	19
Variant_016388	27	21	13
Variant_016389	34	48	25
Variant_016390	26	12	10
Variant_016391	30	15	16
Variant_016392	25	17	7
Variant_016393	68	47	25
Variant_016394	49	19	18
Variant_016395	34	4	5
Variant_016396	24	36	13
Variant_016397	30	24	13
Variant_016398	19	8	3
Variant_016399	26	5	4
Variant_016400	11	0	2
Variant_016401	63	41	26
Variant_016402	18	5	7
Variant_016403	38	8	2
Variant_016404	15	4	2
Variant_016405	17	11	6
Variant_016406	15	12	5
Variant_016407	26	14	6
Variant_016408	10	3	3
Variant_016409	78	14	18
Variant_016410	25	7	7
Variant_016411	19	3	1
Variant_016412	13	8	4
Variant_016413	31	25	16
Variant_016414	13	9	5
Variant_016415	21	6	2
Variant_016416	10	2	3
Variant_016417	67	45	40
Variant_016418	23	16	6
Variant_016419	36	23	6
Variant_016420	20	13	10
Variant_016421	33	5	4
Variant_016422	12	7	11
Variant_016423	23	6	0
Variant_016424	15	8	8
Variant_016425	43	26	24
Variant_016426	27	4	2
Variant_016427	20	8	4
Variant_016428	14	6	3
Variant_016429	15	13	10
Variant_016430	7	6	3
Variant_016431	9	8	5
Variant_016432	4	1	0
Variant_016433	41	19	24
Variant_016434	20	5	4
Variant_016435	11	4	0
Variant_016436	14	2	0
Variant_016437	16	8	8
Variant_016438	12	3	1
Variant_016439	20	2	0
Variant_016440	13	8	5
Variant_016441	38	18	5
Variant_016442	19	1	5
Variant_016443	11	4	1
Variant_016444	8	6	6
Variant_016445	22	10	5
Variant_016446	1	1	0
Variant_016447	8	2	3
Variant_016448	7	4	4
Variant_016449	52	33	21
Variant_016450	18	16	19
Variant_016451	30	26	13
Variant_016452	16	14	7
Variant_016453	15	13	10
Variant_016454	11	19	15
Variant_016455	17	12	15
Variant_016456	13	9	8
Variant_016457	44	17	7
Variant_016458	19	6	0
Variant_016459	14	13	4
Variant_016460	4	4	0
Variant_016461	10	18	14
Variant_016462	6	5	1
Variant_016463	15	8	5
Variant_016464	7	10	11
Variant_016465	25	11	4
Variant_016466	13	3	0
Variant_016467	20	19	5
Variant_016468	12	5	1
Variant_016469	12	2	2
Variant_016470	10	13	4
Variant_016471	11	6	4
Variant_016472	6	4	6
Variant_016473	27	10	4
Variant_016474	8	4	2
Variant_016475	9	2	2
Variant_016476	5	1	0
Variant_016477	14	2	1
Variant_016478	12	8	9
Variant_016479	18	5	3
Variant_016480	2	0	0
Variant_016481	25	12	11
Variant_016482	16	7	7
Variant_016483	13	4	4
Variant_016484	7	0	0
Variant_016485	11	2	0
Variant_016486	8	5	2
Variant_016487	15	2	3
Variant_016488	9	9	2
Variant_016489	25	13	8
Variant_016490	6	3	0
Variant_016491	13	8	5
Variant_016492	4	7	4
Variant_016493	15	11	6
Variant_016494	5	1	1
Variant_016495	8	1	0
Variant_016496	3	0	0
Variant_016497	17	6	8
Variant_016498	13	1	2
Variant_016499	13	2	0
Variant_016500	7	1	1
Variant_016501	8	3	6
Variant_016502	6	3	4
Variant_016503	12	0	1
Variant_016504	5	1	0
Variant_016505	18	2	4
Variant_016506	6	1	2
Variant_016507	13	3	0
Variant_016508	5	4	0
Variant_016509	3	5	3
Variant_016510	8	1	2
Variant_016511	5	1	0
Variant_016512	3	0	0
Variant_016513	106	58	41
Variant_016514	68	33	16
Variant_016515	71	32	19
Variant_016516	31	14	7
Variant_016517	57	46	20
Variant_016518	23	11	8
Variant_016519	34	30	12
Variant_016520	30	28	11
Variant_016521	91	39	25
Variant_016522	55	19	10
Variant_016523	43	16	12
Variant_016524	21	7	5
Variant_016525	43	9	5
Variant_016526	30	10	8
Variant_016527	44	19	12
Variant_016528	22	5	4
Variant_016529	84	44	19
Variant_016530	28	15	12
Variant_016531	37	11	11
Variant_016532	27	10	6
Variant_016533	32	20	9
Variant_016534	21	12	9
Variant_016535	35	6	1
Variant_016536	15	3	3
Variant_016537	64	17	7
Variant_016538	43	14	8
Variant_016539	22	14	10
Variant_016540	14	5	2
Variant_016541	33	20	14
Variant_016542	18	18	8
Variant_016543	24	16	7
Variant_016544	9	0	4
Variant_016545	66	43	28
Variant_016546	38	16	10
Variant_016547	38	16	10
Variant_016548	16	9	4
Variant_016549	37	21	11
Variant_016550	21	12	4
Variant_016551	31	9	4
Variant_016552	20	11	5
Variant_016553	77	34	16
Variant_016554	26	12	4
Variant_016555	31	14	7
Variant_016556	13	1	0
Variant_016557	35	17	10
Variant_016558	14	4	0
Variant_016559	18	2	6
Variant_016560	12	5	3
Variant_016561	64	18	13
Variant_016562	26	18	6
Variant_016563	32	9	1
Variant_016564	15	5	7
Variant_016565	33	27	19
Variant_016566	10	4	1
Variant_016567	13	3	0
Variant_016568	10	6	5
Variant_016569	50	17	9
Variant_016570	24	7	5
Variant_016571	35	7	4
Variant_016572	10	1	1
Variant_016573	20	24	11
Variant_016574	7	1	0
Variant_016575	15	3	3
Variant_016576	6	13	5
Variant_016577	75	62	39
Variant_016578	30	12	13
Variant_016579	35	10	12
Variant_016580	24	21	8
Variant_016581	26	18	15
Variant_016582	15	22	10
Variant_016583	19	18	13
Variant_016584	18	3	2
Variant_016585	67	19	17
Variant_016586	23	14	14
Variant_016587	30	14	17
Variant_016588	19	6	4
Variant_016589	20	23	12
Variant_016590	15	9	8
Variant_016591	21	6	6
Variant_016592	10	7	1
Variant_016593	32	19	16
Variant_016594	28	15	6
Variant_016595	20	3	4
Variant_016596	7	0	3
Variant_016597	11	15	4
Variant_016598	8	8	2
Variant_016599	17	3	2
Variant_016600	3	2	2
Variant_016601	44	15	4
Variant_016602	14	9	3
Variant_016603	10	11	6
Variant_016604	4	4	1
Variant_016605	25	17	8
Variant_016606	8	7	5
Variant_016607	13	11	3
Variant_016608	9	2	0
Variant_016609	47	31	15
Variant_016610	25	10	9
Variant_016611	25	10	4
Variant_016612	15	3	6
Variant_016613	20	14	11
Variant_016614	16	8	5
Variant_016615	12	2	3
Variant_016616	5	5	2
Variant_016617	58	28	15
Variant_016618	10	10	7
Variant_016619	16	4	1
Variant_016620	9	7	8
Variant_016621	16	6	2
Variant_016622	10	7	4
Variant_016623	17	6	5
Variant_016624	4	1	1
Variant_016625	29	12	13
Variant_016626	17	5	2
Variant_016627	8	4	8
Variant_016628	18	16	8
Variant_016629	16	15	4
Variant_016630	9	1	1
Variant_016631	13	12	6
Variant_016632	9	6	9
Variant_016633	38	11	8
Variant_016634	13	2	0
Variant_016635	13	4	3
Variant_016636	4	0	3
Variant_016637	18	13	4
Variant_016638	4	6	0
Variant_016639	10	4	1
Variant_016640	4	0	0
Variant_016641	96	73	45
Variant_016642	45	21	14
Variant_016643	45	33	23
Variant_016644	26	29	15
Variant_016645	45	17	6
Variant_016646	37	28	16
Variant_016647	44	23	13
Variant_016648	22	29	14
Variant_016649	93	56	30
Variant_016650	42	14	7
Variant_016651	38	10	7
Variant_016652	20	9	7
Variant_016653	41	27	13
Variant_016654	19	15	3
Variant_016655	31	11	7
Variant_016656	21	14	9
Variant_016657	55	14	16
Variant_016658	42	14	12
Variant_016659	30	15	6
Variant_016660	14	15	11
Variant_016661	29	9	8
Variant_016662	18	2	5
Variant_016663	14	18	10
Variant_016664	9	10	1
Variant_016665	62	19	12
Variant_016666	23	22	11
Variant_016667	24	4	8
Variant_016668	17	11	4
Variant_016669	21	19	18
Variant_016670	14	7	9
Variant_016671	17	12	10
Variant_016672	8	0	0
Variant_016673	58	16	19
Variant_016674	37	18	5
Variant_016675	40	13	4
Variant_016676	21	11	8
Variant_016677	28	13	7
Variant_016678	16	8	2
Variant_016679	45	13	7
Variant_016680	24	12	10
Variant_016681	48	22	14
Variant_016682	22	11	15
Variant_016683	33	8	3
Variant_016684	7	12	7
Variant_016685	16	3	3
Variant_016686	13	8	2
Variant_016687	14	11	4
Variant_016688	9	1	2
Variant_016689	53	18	14
Variant_016690	21	10	7
Variant_016691	30	4	8
Variant_016692	9	2	1
Variant_016693	28	12	8
Variant_016694	8	4	6
Variant_016695	38	8	17
Variant_016696	13	3	5
Variant_016697	46	16	13
Variant_016698	22	2	10
Variant_016699	18	12	4
Variant_016700	11	4	0
Variant_016701	27	6	4
Variant_016702	9	4	4
Variant_016703	14	9	0
Variant_016704	6	1	3
Variant_016705	60	33	20
Variant_016706	38	16	22
Variant_016707	30	18	15
Variant_016708	24	13	5
Variant_016709	22	14	5
Variant_016710	13	4	5
Variant_016711	15	22	9
Variant_016712	16	16	11
Variant_016713	37	18	17
Variant_016714	18	10	8
Variant_016715	32	11	7
Variant_016716	13	5	4
Variant_016717	18	27	11
Variant_016718	15	4	3
Variant_016719	25	24	19
Variant_016720	11	3	3
Variant_016721	43	17	10
Variant_016722	19	19	7
Variant_016723	23	8	2
Variant_016724	8	6	0
Variant_016725	12	4	4
Variant_016726	8	1	0
Variant_016727	11	8	6
Variant_016728	15	9	4
Variant_016729	40	37	17
Variant_016730	18	10	4
Variant_016731	16	5	0
Variant_016732	14	3	4
Variant_016733	14	11	6
Variant_016734	6	8	4
Variant_016735	16	2	4
Variant_016736	3	2	2
Variant_016737	32	16	9
Variant_016738	19	12	13
Variant_016739	23	23	12
Variant_016740	15	3	7
Variant_016741	12	4	5
Variant_016742	12	5	1
Variant_016743	14	7	4
Variant_016744	8	3	2
Variant_016745	23	12	7
Variant_016746	20	2	3
Variant_016747	16	14	4
Variant_016748	9	0	1
Variant_016749	7	4	1
Variant_016750	5	4	4
Variant_016751	9	9	5
Variant_016752	7	2	1
Variant_016753	28	10	12
Variant_016754	16	3	4
Variant_016755	12	10	8
Variant_016756	12	8	4
Variant_016757	14	16	7
Variant_016758	6	1	2
Variant_016759	7	1	0
Variant_016760	8	13	9
Variant_016761	24	14	16
Variant_016762	8	4	2
Variant_016763	16	6	8
Variant_016764	6	4	3
Variant_016765	12	0	0
Variant_016766	7	1	1
Variant_016767	13	4	3
Variant_016768	1	2	0
Variant_016769	235	157	115
Variant_016770	119	58	48
Variant_016771	132	89	60
Variant_016772	71	42	23
Variant_016773	120	75	48
Variant_016774	63	28	20
Variant_016775	98	67	39
Variant_016776	46	24	19
Variant_016777	203	134	82
Variant_016778	111	66	25
Variant_016779	98	46	32
Variant_016780	58	29	19
Variant_016781	104	42	30
Variant_016782	37	17	18
Variant_016783	48	17	9
Variant_016784	43	35	19
Variant_016785	149	65	43
Variant_016786	91	45	24
Variant_016787	92	35	23
Variant_016788	39	20	16
Variant_016789	69	50	31
Variant_016790	28	28	12
Variant_016791	74	32	25
Variant_016792	37	11	6
Variant_016793	139	49	32
Variant_016794	60	18	19
Variant_016795	78	16	10
Variant_016796	31	19	15
Variant_016797	60	30	22
Variant_016798	26	8	4
Variant_016799	51	21	4
Variant_016800	21	4	4
Variant_016801	157	100	51
Variant_016802	78	43	45
Variant_016803	77	25	26
Variant_016804	55	27	17
Variant_016805	66	58	36
Variant_016806	30	15	10
Variant_016807	68	28	22
Variant_016808	35	25	18
Variant_016809	135	63	40
Variant_016810	61	37	18
Variant_016811	66	22	15
Variant_016812	32	13	4
Variant_016813	58	35	13
Variant_016814	22	6	1
Variant_016815	30	10	2
Variant_016816	20	3	2
Variant_016817	147	76	54
Variant_016818	75	19	29
Variant_016819	66	23	9
Variant_016820	26	6	3
Variant_016821	45	9	5
Variant_016822	27	24	25
Variant_016823	33	25	10
Variant_016824	23	17	15
Variant_016825	118	57	36
Variant_016826	64	11	9
Variant_016827	32	7	6
Variant_016828	17	10	5
Variant_016829	44	23	14
Variant_016830	39	18	8
Variant_016831	40	11	6
Variant_016832	13	4	5
Variant_016833	140	83	75
Variant_016834	67	48	42
Variant_016835	73	66	34
Variant_016836	44	30	17
Variant_016837	57	47	28
Variant_016838	36	30	9
Variant_016839	45	35	22
Variant_016840	37	28	19
Variant_016841	132	60	29
Variant_016842	57	38	20
Variant_016843	52	23	15
Variant_016844	26	13	9
Variant_016845	44	42	34
Variant_016846	24	9	8
Variant_016847	30	16	13
Variant_016848	24	11	8
Variant_016849	102	52	46
Variant_016850	40	23	13
Variant_016851	51	21	17
Variant_016852	24	22	17
Variant_016853	41	30	24
Variant_016854	27	18	9
Variant_016855	34	21	24
Variant_016856	21	11	10
Variant_016857	74	17	16
Variant_016858	39	13	10
Variant_016859	61	31	17
Variant_016860	15	7	6
Variant_016861	29	17	13
Variant_016862	13	11	7
Variant_016863	25	13	8
Variant_016864	9	10	4
Variant_016865	90	57	35
Variant_016866	37	19	9
Variant_016867	62	18	13
Variant_016868	35	27	19
Variant_016869	37	34	23
Variant_016870	23	28	17
Variant_016871	20	20	13
Variant_016872	25	3	2
Variant_016873	64	53	31
Variant_016874	36	19	9
Variant_016875	46	28	13
Variant_016876	20	17	7
Variant_016877	32	17	16
Variant_016878	7	5	5
Variant_016879	34	12	8
Variant_016880	14	6	4
Variant_016881	86	46	28
Variant_016882	33	18	24
Variant_016883	48	28	10
Variant_016884	19	10	6
Variant_016885	33	10	13
Variant_016886	11	14	3
Variant_016887	27	18	22
Variant_016888	8	8	4
Variant_016889	59	20	17
Variant_016890	27	9	10
Variant_016891	25	14	4
Variant_016892	13	0	3
Variant_016893	24	9	9
Variant_016894	9	13	3
Variant_016895	17	8	5
Variant_016896	8	0	0
Variant_016897	92	62	46
Variant_016898	57	43	20
Variant_016899	60	29	17
Variant_016900	37	17	7
Variant_016901	47	43	19
Variant_016902	27	27	15
Variant_016903	47	41	23
Variant_016904	30	23	7
Variant_016905	119	35	25
Variant_016906	61	42	13
Variant_016907	54	21	9
Variant_016908	25	0	3
Variant_016909	44	31	19
Variant_016910	26	23	24
Variant_016911	33	16	15
Variant_016912	26	5	9
Variant_016913	83	50	27
Variant_016914	44	18	13
Variant_016915	31	8	4
Variant_016916	29	5	3
Variant_016917	31	12	14
Variant_016918	13	21	12
Variant_016919	25	19	12
Variant_016920	21	9	6
Variant_016921	73	21	14
Variant_016922	27	16	9
Variant_016923	33	5	7
Variant_016924	16	15	9
Variant_016925	40	22	21
Variant_016926	19	3	5
Variant_016927	13	2	1
Variant_016928	6	1	1
Variant_016929	69	21	11
Variant_016930	29	15	15
Variant_016931	43	12	10
Variant_016932	19	9	7
Variant_016933	35	28	15
Variant_016934	23	16	9
Variant_016935	29	36	21
Variant_016936	22	29	9
Variant_016937	55	21	24
Variant_016938	21	15	9
Variant_016939	29	12	6
Variant_016940	9	3	2
Variant_016941	31	12	10
Variant_016942	8	2	3
Variant_016943	14	2	2
Variant_016944	8	5	1
Variant_016945	61	24	13
Variant_016946	42	18	13
Variant_016947	19	1	1
Variant_016948	14	10	2
Variant_016949	27	34	14
Variant_016950	13	17	8
Variant_016951	18	9	1
Variant_016952	8	5	2
Variant_016953	42	16	10
Variant_016954	18	4	2
Variant_016955	26	17	8
Variant_016956	9	1	3
Variant_016957	23	11	4
Variant_016958	11	6	5
Variant_016959	10	5	6
Variant_016960	6	3	1
Variant_016961	44	30	15
Variant_016962	16	12	5
Variant_016963	27	16	13
Variant_016964	17	23	11
Variant_016965	32	33	22
Variant_016966	14	19	13
Variant_016967	23	27	15
Variant_016968	12	16	13
Variant_016969	48	34	20
Variant_016970	18	10	4
Variant_016971	27	12	6
Variant_016972	15	7	0
Variant_016973	18	7	6
Variant_016974	9	3	3
Variant_016975	16	5	5
Variant_016976	7	8	5
Variant_016977	37	17	12
Variant_016978	27	19	9
Variant_016979	24	6	9
Variant_016980	6	6	3
Variant_016981	18	5	2
Variant_016982	8	0	1
Variant_016983	14	7	9
Variant_016984	3	16	7
Variant_016985	33	11	13
Variant_016986	17	9	5
Variant_016987	18	6	3
Variant_016988	9	4	1
Variant_016989	13	1	1
Variant_016990	8	0	1
Variant_016991	19	2	4
Variant_016992	1	0	0
Variant_016993	42	24	22
Variant_016994	17	13	4
Variant_016995	27	13	5
Variant_016996	17	10	8
Variant_016997	21	13	9
Variant_016998	13	9	3
Variant_016999	24	10	5
Variant_017000	14	20	8
Variant_017001	32	7	4
Variant_017002	5	1	0
Variant_017003	25	7	6
Variant_017004	9	2	0
Variant_017005	16	4	5
Variant_017006	4	3	2
Variant_017007	6	1	0
Variant_017008	8	4	7
Variant_017009	41	13	6
Variant_017010	15	15	6
Variant_017011	20	12	8
Variant_017012	6	2	1
Variant_017013	12	10	9
Variant_017014	8	9	4
Variant_017015	11	7	5
Variant_017016	8	1	0
Variant_017017	19	9	3
Variant_017018	12	0	0
Variant_017019	12	6	2
Variant_017020	4	1	0
Variant_017021	11	14	15
Variant_017022	5	1	0
Variant_017023	11	10	3
Variant_017024	4	7	2
Variant_017025	116	73	48
Variant_017026	69	51	27
Variant_017027	70	42	30
Variant_017028	45	15	6
Variant_017029	57	37	25
Variant_017030	26	28	18
Variant_017031	56	34	32
Variant_017032	35	31	17
Variant_017033	122	52	30
Variant_017034	82	39	15
Variant_017035	64	26	32
Variant_017036	31	14	9
Variant_017037	49	30	19
Variant_017038	48	29	18
Variant_017039	46	23	12
Variant_017040	23	17	6
Variant_017041	101	45	39
Variant_017042	56	31	15
Variant_017043	53	26	16
Variant_017044	20	12	10
Variant_017045	26	16	9
Variant_017046	23	28	17
Variant_017047	31	25	7
Variant_017048	20	35	13
Variant_017049	90	30	22
Variant_017050	33	9	2
Variant_017051	48	10	6
Variant_017052	29	8	3
Variant_017053	35	10	8
Variant_017054	22	13	10
Variant_017055	28	8	4
Variant_017056	9	3	5
Variant_017057	98	27	18
Variant_017058	46	29	16
Variant_017059	58	15	14
Variant_017060	41	20	7
Variant_017061	35	28	20
Variant_017062	15	26	29
Variant_017063	43	37	14
Variant_017064	20	9	8
Variant_017065	67	17	16
Variant_017066	31	12	9
Variant_017067	35	5	7
Variant_017068	19	6	3
Variant_017069	31	9	9
Variant_017070	13	9	8
Variant_017071	18	3	4
Variant_017072	7	4	3
Variant_017073	81	51	22
Variant_017074	38	11	4
Variant_017075	51	21	16
Variant_017076	20	3	2
Variant_017077	42	45	28
Variant_017078	13	5	4
Variant_017079	28	15	24
Variant_017080	12	5	5
Variant_017081	60	34	15
Variant_017082	33	9	7
Variant_017083	20	5	5
Variant_017084	14	3	3
Variant_017085	30	9	5
Variant_017086	3	4	5
Variant_017087	15	4	6
Variant_017088	7	6	1
Variant_017089	91	53	38
Variant_017090	40	35	7
Variant_017091	37	35	17
Variant_017092	27	9	7
Variant_017093	40	42	26
Variant_017094	21	38	21
Variant_017095	32	11	2
Variant_017096	21	23	16
Variant_017097	57	23	5
Variant_017098	28	15	6
Variant_017099	28	13	5
Variant_017100	26	15	10
Variant_017101	31	15	6
Variant_017102	31	7	7
Variant_017103	26	13	8
Variant_017104	4	12	8
Variant_017105	66	42	18
Variant_017106	24	6	4
Variant_017107	26	6	4
Variant_017108	10	7	3
Variant_017109	25	10	10
Variant_017110	17	20	20
Variant_017111	21	19	21
Variant_017112	20	13	5
Variant_017113	50	15	16
Variant_017114	28	6	5
Variant_017115	33	3	2
Variant_017116	13	6	2
Variant_017117	27	15	6
Variant_017118	4	0	1
Variant_017119	20	16	11
Variant_017120	7	9	3
Variant_017121	56	43	26
Variant_017122	28	17	8
Variant_017123	35	12	10
Variant_017124	10	2	3
Variant_017125	22	24	12
Variant_017126	13	11	5
Variant_017127	32	18	14
Variant_017128	14	12	3
Variant_017129	51	28	22
Variant_017130	19	6	3
Variant_017131	20	9	8
Variant_017132	7	8	5
Variant_017133	17	14	4
Variant_017134	6	4	2
Variant_017135	13	5	2
Variant_017136	10	4	1
Variant_017137	38	18	20
Variant_017138	28	14	5
Variant_017139	15	7	3
Variant_017140	8	7	8
Variant_017141	17	21	16
